来源sheet,序号,时间,产品名称,SKU,开发,运营,采购数量,CPC段,市场价格段,开品理由,开发备注,竞品链接1,竞品链接2,竞品链接3,售价,空运利润$,空运利润率,海运利润$,海运利润率,站点,汇率,长cm,宽cm,高cm,体积重kg,毛重kg,采购价¥,供应商,材质,中文报关名,英文报关名,产品尺寸
英国,14,46203,韩版刺绣软顶棒球帽【卡其色】,2551917,陈杨,,,,,非常热销，英德销量都很大,英德做,https://www.amazon.co.uk/dp/B0G3PJFHZR/ref,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F614wQ2461rL._AC_SL1001_.jpg,https://www.amazon.de/dp/B0H2J1MW8W?th=1,9.99,1.82359367681499,0.18254190959109,2.70181381733021,0.270451833566588,UK,8.54,20,15,5,0.25,0.08,6,义乌市屾玥电子商务商行,涤纶,棒球帽,Baseball cap,
英国,15,46203,韩版刺绣软顶棒球帽【灰色】,2551918,陈杨,李杉,20,,,非常热销，英德销量都很大,英德做,https://www.amazon.co.uk/dp/B0G3PJFHZR/ref,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F614wQ2461rL._AC_SL1001_.jpg,https://www.amazon.de/dp/B0H2J1MW8W?th=1,9.99,1.82359367681499,0.18254190959109,2.70181381733021,0.270451833566588,UK,8.54,20,15,5,0.25,0.08,6,义乌市屾玥电子商务商行,涤纶,棒球帽,Baseball cap,
英国,16,46203,【定制】亚克力挂牌-【读者】,2551919,陈杨,,,,,外网热卖,,https://www.amazon.co.uk/dp/B0GDXXL64S/ref,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F81jLFunlRvL._SL400_.jpg,,6.99,2.23895667447307,0.320308537120611,2.44972950819672,0.350462018340017,UK,8.54,20,20,0.5,0.0333333333333333,0.06,4,义乌市鼎禾工艺品有限公司,亚克力,挂件,Pendant,20*20
英国,17,46203,花朵鸭舌帽-【QJ2600511-7】,2551920,陈杨,,,,,拓品,,https://www.amazon.co.uk/dp/B07RRLBG1R/ref,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F81AVmpecvjL.jpg,,13.99,2.72844145199063,0.19502798084279,3.60666159250585,0.257802830057602,UK,8.54,20,15,5,0.25,0.08,18,东阳市乔嘉帽业有限公司,涤纶,棒球帽,Baseball cap,
英国,18,46203,直升机风车,2551921,陈杨,李杉,10,,,拓品,英德做,https://www.amazon.co.uk/Helicopter-Patriotic-Airplane-Windmill-Propeller/dp/B0H5B7YQVD/ref,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F51qoatfra7L.jpg,,19.99,6.4775281030445,0.324038424364407,7.74216510538642,0.387301906222432,UK,8.54,32,22,2.5,0.293333333333333,0.36,21,义乌市凌扬工艺品厂,铁,风车,Garden Wind Spinner,
英国,19,46203,飞行员花园装饰摆件,2551922,陈杨,"李杉
余江燕","10
10",,,拓品,英德做,https://www.amazon.co.uk/dp/B0GWHX1V8L/ref,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F61RHCi-sPQL.jpg,https://www.amazon.de/dp/B0GTZ9MY9X/ref=mweb_up_am_fl_st_na_un_up_sm_web,19.99,6.02085362997658,0.301193278137898,7.35574824355972,0.367971397876924,UK,8.54,32,22,2.5,0.293333333333333,0.38,24,义乌市凌扬工艺品厂,铁,风车,Garden Wind Spinner,
英国,20,46203,【定制】侧兜午餐包-【紫色闪电】,2551923,陈杨,,,,,市场上大量上新,,https://www.amazon.co.uk/dp/B0GYJFP8PK/ref=mweb_up_am_fl_st_na_un_up_sm_web,https://www.amazon.co.uk/dp/B0GYWGQH1H/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F71TeEJoi6EL._AC_SL1500_.jpg,9.99,1.87122833723653,0.187310143867521,2.43328922716628,0.243572495211839,UK,8.54,26,22,1.2,0.1144,0.16,17.5,南安市霞美镇曾城箱包商行,牛津布,包,bag,
英国,21,46203,头戴式防尘防风沙战术眼镜,2551924,陈杨,,,,,FBM上新销量不错,,https://www.amazon.co.uk/dp/B0H55ZWCYW?th=1,https://www.amazon.co.uk/dp/B0H33KCFYG/ref,,15.99,3.28928454332553,0.205708851990339,5.5726569086651,0.348508874838343,UK,8.54,20,15,13,0.65,0.1,5.8,临沂福久防护用品有限公司,PC,面罩,mask,
英国,22,46203,金属铁艺花艺摆件【蓝鸟】,2551925,陈杨,,,,,供应商新款，FBM上新,英德做,https://www.amazon.co.uk/dp/B0H65QPGFX?th=1,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F61NGgAZWlGL.jpg,https://www.amazon.co.uk/dp/B0H66PH65H?th=1,16.99,3.50851170960187,0.206504514985396,5.15722365339578,0.303544652936774,UK,8.54,32,22,4,0.469333333333333,0.24,20,义乌市方逸文化用品有限公司,铁,花园装饰雕塑,Wire metal garden sculpture,
英国,23,46203,发光园林树脂花园装饰品【LD-050-黄桶高地牛】带电,2551926,陈杨,李杉,5,,36.99,供应商新款，FBM上新,有电池报告，供应商自主设计,https://www.amazon.co.uk/dp/B0GVSF3P7T/ref,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F61FqPSJjEgL._AC_SL1500_.jpg,,34.99,7.46890983606557,0.213458412005304,12.685537470726,0.362547512738668,UK,8.54,27,22,15,1.485,0.75,38,泉州众拓工艺品有限公司,树脂,花园装饰雕塑,Wire metal garden sculpture,
英国,24,46203,发光园林树脂花园装饰品【LD-051-蓝桶高地牛】带电,2551927,陈杨,,,,36.99,供应商新款，FBM上新,有电池报告，供应商自主设计,https://www.amazon.co.uk/dp/B0GVSF3P7T/ref,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F61FqPSJjEgL._AC_SL1500_.jpg,,34.99,7.46890983606557,0.213458412005304,12.685537470726,0.362547512738668,UK,8.54,27,22,15,1.485,0.75,38,泉州众拓工艺品有限公司,树脂,花园装饰雕塑,Wire metal garden sculpture,
英国,25,46203,【定制】侧兜午餐包-【粉色闪电】,2551928,陈杨,,,,,市场上大量上新,,https://www.amazon.co.uk/dp/B0GYJFP8PK/ref=mweb_up_am_fl_st_na_un_up_sm_web,https://www.amazon.co.uk/dp/B0GYWGQH1H/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F71TeEJoi6EL._AC_SL1500_.jpg,9.99,1.87122833723653,0.187310143867521,2.43328922716628,0.243572495211839,UK,8.54,26,22,1.2,0.1144,0.16,17.5,南安市霞美镇曾城箱包商行,牛津布,包,bag,
英国,26,46203,【定制】大号围裙-【大小高地牛】,2551929,陈杨,,,,,,10套起,https://www.amazon.co.uk/dp/B0FQMHX2ST/ref,https://www.amazon.co.uk/dp/B0F1MVB47K/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F61wDPdUTlwL.jpg,6.99,1.96834777517564,0.281594817621694,2.21424941451991,0.316773879044336,UK,8.54,22,19,1,0.0696666666666667,0.07,4.58,义乌市黔编电子商务商行,涤纶,围裙,Apron,
英国,27,46203,【定制】大号围裙-【烹饪暴躁高地牛】,2551930,陈杨,张奋奋,10,,,,拓品,https://www.amazon.co.uk/dp/B0FQMHX2ST/ref,https://www.amazon.co.uk/dp/B0F1MVB47K/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F61wDPdUTlwL.jpg,6.99,1.96834777517564,0.281594817621694,2.21424941451991,0.316773879044336,UK,8.54,22,19,1,0.0696666666666667,0.07,4.58,义乌市黔编电子商务商行,涤纶,围裙,Apron,
英国,28,46203,【定制】亚克力挂牌-【秋狐】,2551931,陈杨,,,,,秋季元素,,https://www.amazon.co.uk/dp/B0GBWKVXNV/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F61FtqF5h7cL._AC_SL1000_.jpg,,6.99,2.23895667447307,0.320308537120611,2.44972950819672,0.350462018340017,UK,8.54,20,20,0.5,0.0333333333333333,0.06,4,义乌市鼎禾工艺品有限公司,亚克力,挂件,Pendant,20*20
英国,29,46203,【定制】亚克力挂牌-【向日葵小牛】,2551932,陈杨,,,,,,,https://www.amazon.co.uk/dp/B0GRGK92XY/ref=mweb_up_am_fl_st_na_un_up_sm_web,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F71zJkCACknL._SL400_.jpg,,6.99,2.23895667447307,0.320308537120611,2.44972950819672,0.350462018340017,UK,8.54,20,20,0.5,0.0333333333333333,0.06,4,义乌市鼎禾工艺品有限公司,亚克力,挂件,Pendant,20*20
英国,30,46203,【定制】侧兜午餐包-【粉底紫色闪电】,2551933,陈杨,,,,,市场上大量上新,,https://www.amazon.co.uk/dp/B0GYJFP8PK/ref=mweb_up_am_fl_st_na_un_up_sm_web,https://www.amazon.co.uk/dp/B0GYWGQH1H/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F71TeEJoi6EL._AC_SL1500_.jpg,9.99,1.87122833723653,0.187310143867521,2.43328922716628,0.243572495211839,UK,8.54,26,22,1.2,0.1144,0.16,17.5,南安市霞美镇曾城箱包商行,牛津布,包,bag,
英国,31,46203,【定制】亚克力吊坠挂牌-【五只罗宾】,2551934,陈杨,"尹心如
余江燕","15
15",,,异形好卖,,https://www.amazon.co.uk/dp/B0GV2J1963/ref=mweb_up_am_fl_st_na_un_up_sm_web,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F81vBUuLZvpL._SL400_.jpg,,7.99,2.53766861826698,0.317605584263702,2.74844145199063,0.34398516295252,UK,8.54,20,20,0.5,0.0333333333333333,0.06,7,义乌市鼎禾工艺品有限公司,亚克力,挂件,Pendant,20*20
英国,32,46203,【定制】亚克力吊坠挂牌-【紫龙】,2551935,陈杨,李杉,10,,,异形好卖,,https://www.amazon.co.uk/dp/B0H1414YSM/ref=mweb_up_am_fl_st_na_un_up_sm_web,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F91u4ah%2BNz9L._AC_SL1500_.jpg,,7.99,2.53766861826698,0.317605584263702,2.74844145199063,0.34398516295252,UK,8.54,20,20,0.5,0.0333333333333333,0.06,7,义乌市鼎禾工艺品有限公司,亚克力,挂件,Pendant,20*20
英国,33,46203,【定制】亚克力挂牌-【双龙】,2551936,陈杨,,,,,异形好卖,,https://www.amazon.co.uk/dp/B0H1414YSM/ref=mweb_up_am_fl_st_na_un_up_sm_web,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F91u4ah%2BNz9L._AC_SL1500_.jpg,,6.99,2.23895667447307,0.320308537120611,2.44972950819672,0.350462018340017,UK,8.54,20,20,0.5,0.0333333333333333,0.06,4,义乌市鼎禾工艺品有限公司,亚克力,挂件,Pendant,20*20
英国,34,46203,【2pcs】搞笑猫立体书签【黄橙】,2551937,陈杨,尹心如,,,,,拓品,https://www.amazon.co.uk/dp/B0GYN31RVB,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F51ltjT64ACL._AC_SL1500_.jpg,,7.99,1.53228220140515,0.191774993918042,1.81331264637002,0.226947765503132,UK,8.54,10,10,3.5,0.0583333333333333,0.08,7,义乌市九沃日用品有限公司,PLA,书签,bookmark,
英国,35,46203,【定制】【2pcs】化妆包-【编制收纳】,2551938,陈杨,,,,,秋季针织会热销,,https://www.amazon.co.uk/dp/B0FYC12J2W/ref,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F71zCmbzMMEL._AC_SL1134_.jpg,,6.99,2.0240737704918,0.289567063017425,2.18390983606557,0.312433452942142,UK,8.54,21,13,1,0.0455,0.02,7,义乌市黔编电子商务商行,布,包,bag,
英国,36,46203,【定制】【2pcs】化妆包-【编制收纳2】,2551939,陈杨,,,,,秋季针织会热销,,https://www.amazon.co.uk/dp/B0FYC12J2W/ref,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F71zCmbzMMEL._AC_SL1134_.jpg,,6.99,2.0240737704918,0.289567063017425,2.18390983606557,0.312433452942142,UK,8.54,21,13,1,0.0455,0.02,7,义乌市黔编电子商务商行,布,包,bag,
英国,37,46203,【2pcs】手部去茧球握力训练器【3cm】,2551940,陈杨,,,,,销量很好，性价比,,https://www.amazon.co.uk/dp/B0F5G8XXK8/ref=mweb_up_am_fl_st_na_un_up_sm_web,https://www.amazon.co.uk/dp/B0GXZ5DGVV/ref,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F71KXIo6WPxL._AC_SL1500_.jpg,8.99,1.76542037470726,0.196376014984122,1.93403864168618,0.215132218207584,UK,8.54,12,6,4,0.048,0.04,12,深圳市懿仟玺科技有限公司,石头,握力器,Hand gripper,3*3
英国,38,46203,【定制】亚克力吊坠挂牌-【三只罗宾】,2551941,陈杨,余江燕,15,,,异形好卖,,https://www.amazon.co.uk/dp/B0GV2J1963/ref=mweb_up_am_fl_st_na_un_up_sm_web,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F81vBUuLZvpL._SL400_.jpg,,7.99,2.53766861826698,0.317605584263702,2.74844145199063,0.34398516295252,UK,8.54,20,20,0.5,0.0333333333333333,0.06,7,义乌市鼎禾工艺品有限公司,亚克力,挂件,Pendant,20*20
英国,,46203,【定制】亚克力挂牌-【暗影龙】,2551943,陈杨,尹心如,10,,,异形好卖,,https://www.amazon.co.uk/dp/B0H1414YSM/ref=mweb_up_am_fl_st_na_un_up_sm_web,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F91u4ah%2BNz9L._AC_SL1500_.jpg,,6.99,2.23895667447307,0.320308537120611,2.44972950819672,0.350462018340017,UK,8.54,20,20,0.5,0.0333333333333333,0.06,4,义乌市鼎禾工艺品有限公司,亚克力,挂件,Pendant,20*20
英国,39,46203,【9sheet】秋季动物树枝窗贴,2630932,周沁仪,"张奋奋
余江燕","10
15",,,供应商新款，去年的款卖的很好,,https://www.amazon.co.uk/dp/B0FFB61ZL3?psc=1,,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F81gLuTjNYwL.jpg,7.99,1.71525644028103,0.214675399284234,2.24218852459016,0.280624346006278,UK,8.54,20,30,1,0.1,0.15,8.18,义乌市瑟索电子商务商行,塑料,贴纸,stickers,
英国,40,46203,摩斯密码strong手链,2630933,周沁仪,,,,,美国站链接卖的最好的款，英国无同款卡片,,https://www.amazon.com/dp/B0GCP7RNYK,https://www.amazon.co.uk/dp/B0GKTVSNQL,,6.99,2.00720023419204,0.287153109326472,2.11258665105386,0.302229849936175,UK,8.54,9,9,1.2,0.0162,0.03,7.5,义乌市益程饰品有限公司,天然石,手链,bracelet,
英国,41,46203,友谊粉水晶祝福卡片,2630934,周沁仪,,,,,美国站链接卖的最好的款，英国无同款卡片,英德,https://www.amazon.com/dp/B0GXDMNK5V,https://www.amazon.co.uk/dp/B0GWCG2M78,https://www.amazon.de/shopthelook?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F81dLGMDn8jL._SL400_.jpg,5.99,1.64895667447307,0.2752849206132,1.71921428571429,0.287014071070832,UK,8.54,9,9,1.2,0.0162,0.02,5.8,义乌市益程饰品有限公司,矿石,石头,Stones,
英国,42,46203,【10pcs】vintage复古风一字夹,2630935,周沁仪,尹心如,15,,,美国站老品翻新的英国新品，表现不错,,https://www.amazon.com/dp/B08H24NPDC,https://www.amazon.co.uk/dp/B0GTLCNNH1,,9.99,2.22759836065574,0.222982818884458,2.40324238875878,0.240564803679558,UK,8.54,12,7,1.5,0.021,0.05,21.2,义乌市屾旭贸易有限公司,金属,发夹,Hair Clips,
英国,43,46203,【5pcs】复古绿松石一字夹,2630936,周沁仪,,,,,美国站销量很稳定的老品，英国站翻新卖的自发货也有出单,,https://www.amazon.com/dp/B0BWJPYRBN,https://www.amazon.co.uk/dp/B0GS7B7JBP,,5.99,1.71921428571429,0.287014071070832,1.7894718969555,0.298743221528465,UK,8.54,7,6,2,0.014,0.02,5.2,义乌市屾旭贸易有限公司,金属,发夹,Hair Clips,
英国,44,46203,【10pair】第四翼钥匙挂饰套装,2630937,周沁仪,,,,,,组合sku,https://www.amazon.co.uk/dp/B0GFW8DJDK,https://www.amazon.co.uk/dp/B0FG8361ML,,7.99,2.28474121779859,0.285950089837121,2.49551405152225,0.312329668525938,UK,8.54,10,10,2,0.0333333333333333,0.06,9.16,,金属,钥匙扣,keychain,
英国,45,46203,【10pcs】第四翼挂饰配件,2630938,周沁仪,,,,,,子sku,,,,,-1.07845433255269,#DIV/0!,-0.996487119437939,#DIV/0!,UK,8.54,7,10,2,0.0233333333333333,,8.16,义乌市紫慈电子商务有限公司,金属,钥匙扣,keychain,
英国,46,46203,【10pcs】仿金钥匙挂圈,2630939,周沁仪,,,,,,子sku,,,,,-0.117096018735363,#DIV/0!,-0.117096018735363,#DIV/0!,UK,8.54,,,,0,,1,义乌市金薪饰品商行,金属,钥匙扣,keychain,
英国,47,46203,木质黑猫纸巾架,2630940,周沁仪,,,,,常年搜索量很高的品线，黑猫元素好卖,,https://www.amazon.co.uk/Napkins-Holders-Dispenser-Standing-Serviette/dp/B0GL3JR3BS,https://www.amazon.co.uk/dp/B0GH5RB8LD,,6.99,1.76108782201405,0.251943894422611,2.04211826697892,0.292148536048487,UK,8.54,16,12,1,0.032,0.08,5.9,义乌市墨尘工艺品有限公司,木质,纸巾架,Napkin Stand,
英国,48,46203,【2pcs】友情口袋拥抱卡片,2630941,周沁仪,余江燕,15,,,好卖的品线，供应商新款,,https://www.amazon.co.uk/dp/B0GT2NQ9WV,https://www.amazon.co.uk/dp/B0F4J9RXW1,,5.99,1.75949531615925,0.293738783999875,2.02928454332553,0.338778721757183,UK,8.54,16,12,2.4,0.0768,0.02,2.3,义乌市咔乐文化艺术有限公司,纸,贺卡,Greeting Cards,
英国,49,46203,【2pcs】珍珠天使口袋拥抱卡【下单备注两组为一套】,2630942,周沁仪,李杉,10,,,供应商新款，经典的珍珠天使，带有宗教元素更好卖,拓品,https://www.amazon.co.uk/dp/B0H1CSV1NP,,,5.99,2.08865222482436,0.348689853893883,2.16242271662763,0.361005461874396,UK,8.54,14,9,1,0.021,0.02,2,东阳市雄胜电子商务商行,纸,贺卡,Greeting Cards,
